,feature,label
10,"[-6.77169434e+02  5.77299232e+01 -7.21401501e+00  1.34243765e+01
 -2.32820296e+00  3.90619367e-01 -6.38922119e+00 -3.68177342e+00
 -1.17872963e+01 -3.70127058e+00 -9.81785393e+00  3.43606211e-02
 -1.21388369e+01 -1.50702858e+00 -2.37545609e+00 -7.24636650e+00
 -1.01690960e+01 -4.40263557e+00 -4.80302906e+00 -4.57383108e+00
 -5.32305622e+00 -4.09724569e+00 -7.51546335e+00 -3.86345291e+00
 -4.13914442e+00 -5.32475054e-01 -3.90827447e-01  3.03505254e+00
  1.80248547e+00  4.38041067e+00  4.21420670e+00  4.97126198e+00
  5.11847830e+00  4.63010120e+00  4.23302746e+00  1.46223891e+00
  2.69513655e+00  3.46855545e+00  3.10110092e+00  1.50440574e+00]",2.0
11,"[-3.9379581e+02  2.3630589e+01 -3.1706553e+01  5.4344234e+00
 -1.3875550e+01 -1.2362458e+01 -1.7879457e+01 -9.5116692e+00
 -1.2548822e+01  2.5649762e+00 -1.6929850e+01 -6.7660883e-02
  7.2093801e+00  2.9558544e+00  3.2756135e+00  7.0104527e+00
  7.4153104e+00  1.1262165e+01  4.4172287e+00  3.7617798e+00
 -8.2080460e-01 -3.2721977e+00 -2.8368390e+00  2.0281010e+00
 -5.1769543e-01  9.3906945e-01 -3.4114690e+00 -2.5420599e+00
 -1.7091902e-01  9.6224964e-01  2.2011429e-01 -2.1951463e+00
 -2.6305060e+00  4.8264620e-01  1.0452969e+00  2.0812514e+00
  2.4996042e+00  1.3555620e+00  7.2128755e-01  2.4664886e+00]",6.0
12,"[-4.4613019e+02  3.3856010e+01 -2.7261175e+01  6.7560477e+00
 -1.8340906e+01 -4.5073652e+00 -5.9507565e+00 -1.0763075e+01
 -5.3182387e+00 -1.9249145e+00 -6.1980891e+00 -1.0502534e+00
 -8.9427328e+00  9.1243857e-01 -5.5986490e+00  3.8999191e-01
 -5.6783026e-01  3.4302952e+00  7.0997357e-01  3.9893236e+00
  1.4727209e+00  8.1252629e-01 -1.2535022e+00  3.3947989e-01
  1.3777490e+00  2.9494927e+00  3.7392986e+00  2.4857537e-01
 -1.1644732e+00 -1.3142463e+00  3.7778229e-01  2.5026851e+00
  1.8230389e-01  8.7382931e-01  1.8629581e+00 -3.6683714e-01
 -2.7210036e-01  1.2771958e+00  8.5889089e-01  9.4202363e-01]",5.0
13,"[-6.0041248e+02  3.6750023e+01 -1.3677000e+01  3.1830297e+00
 -1.5641344e+01 -6.2968721e+00 -1.3643965e+01 -8.6712666e+00
 -8.1258268e+00 -4.1892834e+00 -9.8595333e+00 -4.1822753e+00
 -5.6839952e+00  1.0450038e+00 -5.7142453e+00 -9.5169199e-01
 -3.7884994e+00  4.4660553e-01 -4.7171946e+00  1.3310024e+00
 -1.7637279e+00  1.3323307e+00 -4.5945844e-01  2.5240750e+00
 -1.4512789e+00  3.2377357e+00  2.0650895e+00  3.3326333e+00
  1.2763071e-01  5.1176894e-01  3.1023592e-01  1.5417392e+00
  1.1125209e+00  2.0170548e+00  6.9862807e-01  6.4193183e-01
 -1.1376314e+00 -4.2850152e-01  1.6997845e-01 -1.6252540e-01]",8.0
14,"[-4.97841370e+02  2.27912102e+01 -3.47406082e+01  3.83302307e+00
 -1.82041302e+01 -9.71483707e+00 -1.18354588e+01 -1.17818871e+01
 -1.17641535e+01 -1.40860772e+00 -1.34876938e+01 -5.53751290e-01
 -7.14530468e+00  5.82705688e+00 -2.52861524e+00  5.99566936e+00
  1.16315536e+01  1.41346226e+01  6.07627821e+00  3.72283125e+00
 -2.30390406e+00 -6.68267775e+00 -3.91422892e+00 -2.50748843e-01
 -2.66802168e+00 -5.32554293e+00 -2.64871168e+00 -3.45539689e+00
  1.08029819e+00 -5.41386247e-01 -2.61932874e+00  3.72383833e-01
  1.31184876e+00  4.06185389e+00  2.84692168e+00  1.13204217e+00
  1.46398950e+00  2.63400972e-01 -1.75106478e+00 -2.80441904e+00]",6.0
15,"[-4.4376096e+02  3.7470089e+01 -1.2727585e+01  8.4779873e+00
 -1.4285860e+01 -7.6148000e+00 -7.7411075e+00 -7.4422522e+00
 -1.2653190e+01  4.6766191e+00 -1.1850282e+01 -8.9981914e-01
 -3.0261497e+00 -4.2030201e+00 -5.7041416e+00 -5.0759869e+00
 -6.1824150e+00 -1.4441602e+00 -3.3141892e+00  1.7038971e+00
  2.1300924e+00  1.0891341e+00  1.5410050e+00  3.6947989e+00
  1.4466814e+00  6.0362144e+00  1.7401348e+00  1.4124891e+00
 -1.4724683e+00 -5.0436461e-01  7.9436350e-01  1.1188630e+00
 -2.3967353e-01 -1.9868121e+00 -1.7045193e+00  3.7644026e-01
  1.0807649e+00  1.1908017e+00  6.6753304e-01  1.1552873e+00]",5.0
16,"[-5.8722864e+02  4.6966774e+01 -7.7680602e+00  7.9289169e+00
 -5.7727728e+00 -3.1134496e+00 -1.3037476e+01 -4.5528746e+00
 -1.4241129e+01  1.1892436e+00 -5.2242942e+00 -6.8592310e+00
 -2.5246644e+00 -2.5815327e+00 -3.9672585e+00 -3.1626785e+00
 -5.8467917e+00 -1.3302846e-01 -5.9242249e+00 -3.3757586e+00
 -5.5770235e+00 -3.8438561e+00 -5.2490373e+00 -1.4722732e+00
 -2.2525914e+00 -6.1415040e-01 -1.9801522e-02  3.5035323e-02
 -6.9152367e-01 -2.2332191e-02  4.8966950e-01  3.2738200e-01
  1.3614651e+00  2.1601467e+00  7.2262716e-01  9.9403971e-01
  1.4901130e+00  3.2890954e+00  1.3959510e+00  1.9015856e+00]",5.0
17,"[-7.00582703e+02  3.92359161e+01 -1.48321686e+01  6.97600603e+00
 -9.71593571e+00  7.03460217e-01 -1.43183975e+01 -9.93986320e+00
 -9.06408119e+00 -4.68572170e-01 -9.25988007e+00 -1.74811625e+00
 -6.17493677e+00 -1.12417296e-01 -7.81664944e+00 -4.11303902e+00
 -7.34254885e+00 -2.38572073e+00 -5.50262785e+00 -2.76417518e+00
 -9.48659778e-01 -5.53449169e-02 -3.09157395e+00  1.36666584e+00
 -1.73408937e+00 -2.26765871e+00 -1.91822076e+00 -1.77127302e+00
 -2.11352181e+00 -4.26211745e-01 -1.55137634e+00  1.21249008e+00
  2.02120948e+00  3.94757175e+00  2.94943833e+00  2.03643250e+00
  2.34790230e+00  2.30835509e+00  7.11070657e-01  1.10974336e+00]",8.0
18,"[-5.7665845e+02  4.2727581e+01 -1.6395302e+01  7.9551969e+00
 -4.0884104e+00 -4.0745797e+00 -1.6438139e+01 -5.6011815e+00
 -1.6974617e+01  7.6658338e-01 -9.3244133e+00 -4.8378167e+00
 -3.8034210e+00 -2.6957223e+00 -2.7494333e+00 -4.8683634e+00
 -7.7066445e+00 -5.7578319e-01 -7.2570920e+00 -3.0494483e+00
 -5.0627317e+00 -2.5273569e+00 -6.6956387e+00 -1.7129098e+00
 -3.0917184e+00  2.9033296e+00  4.5508283e-01  5.3184977e+00
  2.2625768e+00  4.0387778e+00  4.6878195e+00  6.9891124e+00
  9.0621910e+00  9.4158640e+00  8.8779593e+00  4.2230926e+00
  2.2094820e+00 -4.4541236e-02 -5.8788496e-01  8.4891421e-01]",6.0
19,"[-5.9040027e+02  4.9414337e+01 -2.4282594e+00  1.1564579e+01
 -2.4412827e-01  4.7906885e+00 -2.9551511e+00 -8.7598963e+00
 -3.8232725e+00  2.2718275e+00 -6.3254018e+00 -2.2457509e+00
 -5.5523672e+00  5.0813904e+00 -1.4741697e+00 -7.3192984e-01
 -3.8721845e-02  3.6707265e+00  1.9335369e+00  6.3833742e+00
  1.7893200e+00  4.3036895e+00  1.4536383e+00  5.9091444e+00
  2.1444514e+00  3.2444360e+00  3.8824811e+00  5.1216211e+00
  4.5451870e+00  4.2339721e+00  2.9135773e+00  5.5033903e+00
  5.0430689e+00  6.2313561e+00  2.5126712e+00  2.2898047e+00
  1.7262807e+00  2.7528484e+00  2.6674583e+00  2.6615267e+00]",8.0
20,"[-5.5695654e+02  5.2215199e+01 -1.3353804e+01  1.2630665e+01
 -4.9777279e+00  3.8424344e+00 -4.4896717e+00 -1.1185124e+01
 -6.6076779e+00  4.8908477e+00 -7.3196125e+00 -3.0600841e+00
 -3.1607573e+00  4.5232115e+00 -1.9173205e+00  3.3466446e+00
  3.1606978e-01  5.6052203e+00  3.0468955e+00  7.4044490e+00
  1.1727250e+00  5.8368731e+00  2.2164109e+00  5.6141782e+00
  2.6130195e+00  5.1669803e+00  3.4669764e+00  3.5583320e+00
  2.2810457e+00  2.8092425e+00  1.3067305e+00  3.0589888e+00
  3.2537773e+00  2.8227613e+00  3.2983963e+00  3.4049664e+00
  3.0542171e+00  3.5740304e+00  3.6746786e+00  3.1417162e+00]",8.0
21,"[-4.8263110e+02  2.1365555e+01 -2.7998316e+01  9.0744877e-01
 -1.1442014e+01 -9.0193624e+00 -2.2931854e+01 -8.7227421e+00
 -1.8556482e+01  7.8440702e-01 -1.4847881e+01 -6.8459692e+00
 -3.3468196e+00 -5.7132192e+00 -4.5395255e+00 -5.4092855e+00
 -7.0776486e+00  8.6621494e+00  6.8276134e+00  1.1441113e+01
  8.7267132e+00  8.4258785e+00  1.2188721e-01  1.0753485e+00
 -1.4499770e+00  2.4269016e+00 -4.2431054e+00  2.1499364e+00
 -1.9414524e+00  6.3482457e-01 -2.1869049e+00 -3.7029455e+00
 -3.1512883e+00 -2.0746914e-01  5.4023695e-01  3.3559108e-01
  1.1399418e+00  7.5645334e-01 -6.0688978e-01 -1.8974887e+00]",6.0
22,"[-4.9524417e+02  3.8944416e+01 -2.8234421e+01  6.5413256e+00
 -1.9533783e+01 -8.3178282e+00 -1.4423923e+01 -1.1875467e+01
 -1.2531856e+01 -1.4583952e+00 -1.3673253e+01 -1.4328682e+00
 -6.8415360e+00  4.6594634e+00 -6.0887322e+00 -1.4771440e+00
 -3.1134224e-01  2.5640538e+00 -1.8223634e+00 -4.3218473e-01
  8.6748880e-01 -1.2160578e+00 -1.4999253e+00  3.4065199e+00
 -3.2230482e-01 -5.3020668e-01  3.1576324e-01  1.2309246e+00
  2.3958625e-01  1.2489482e+00  3.2192340e-01  3.0175765e+00
  5.8932161e-01  2.0669687e+00  1.7489141e-01  2.4595628e+00
  5.9529859e-01  3.5693461e-01 -7.5696999e-01  3.7377849e-01]",8.0
23,"[-4.3711902e+02  2.8330713e+01 -1.9737440e+01  2.4974859e+00
 -1.0847320e+01 -8.1792879e+00 -1.3127218e+01 -8.8262339e+00
 -2.0795151e+01  5.0864607e-01 -1.0192035e+01 -6.5743723e+00
 -6.0895162e+00 -5.7896309e+00 -4.6504779e+00 -6.2656865e+00
 -1.0973187e+01 -1.1540229e+00 -1.2685832e+01 -2.1111078e+00
 -4.9543624e+00 -1.2877561e+00 -4.2579956e+00  2.7373261e+00
  2.1439893e+00  5.2705345e+00  4.3820963e+00  4.4378257e+00
  3.4848320e+00  3.7983339e+00  2.8890467e+00  1.3799530e+00
 -2.2969525e+00  9.9705599e-02 -1.3057643e+00  7.1073145e-01
  1.5993239e+00 -5.5389929e-01 -2.3111627e+00 -1.9601946e-01]",5.0
24,"[-5.7704736e+02  4.6108295e+01 -5.4621719e+01  1.1691395e+01
 -6.9649315e+00 -2.0361153e+01 -1.9177803e+01 -1.3165198e+01
 -1.3792083e+01  8.3724051e+00 -1.9593994e+01 -1.0556980e+00
 -7.2684813e+00 -7.7873549e+00 -4.1612082e+00 -8.4753218e+00
 -7.4929075e+00 -7.4651933e-01 -3.0276420e+00 -5.2019925e+00
  1.5419904e+00 -1.6916580e+00 -5.7303798e-01  5.1651567e-01
  9.0597963e-01  3.5546551e+00  7.2063785e+00  9.1205549e+00
  7.0633473e+00  4.0896077e+00  1.9809659e+00  4.9863729e+00
  3.4948609e+00  7.9308963e+00  4.8981962e+00  4.1026206e+00
  1.7868661e+00  7.4660951e-01  2.2705421e+00  2.2389388e+00]",3.0
25,"[-6.0362939e+02  6.5412880e+01 -1.8660181e+01  1.2648985e+01
 -1.8897625e+00 -3.4575510e+00 -5.5531497e+00 -6.2405839e+00
 -1.1356406e+01  4.5260744e+00 -7.7356062e+00  4.5220456e+00
 -9.9497318e+00 -9.2781150e-01 -1.0457170e+00 -4.4912014e+00
 -6.3598328e+00  9.6772939e-01 -5.1090240e+00 -4.9764454e-01
 -7.8368837e-01  2.6159060e+00 -1.5743929e+00  2.6407077e+00
 -2.1940641e-01  3.5378857e+00  1.5627091e+00  4.1861396e+00
  3.5148392e+00  5.9490747e+00  4.3849587e+00  2.6098878e+00
  2.7853200e+00  5.3355060e+00  4.5517569e+00  3.7549212e+00
  3.9409981e+00  4.9482980e+00  3.5230126e+00  1.8194284e+00]",3.0
26,"[-6.7127692e+02  5.9073715e+01 -1.3447971e+01  1.2401672e+01
 -8.7452803e+00 -2.6911801e-02 -7.7342763e+00 -6.3745089e+00
 -9.1184464e+00  7.6081651e-01 -7.3484278e+00 -1.8769393e+00
 -7.0903101e+00  1.6966268e+00 -7.0595636e+00 -2.6298273e+00
 -5.4014935e+00 -1.9438519e+00 -5.5613203e+00 -2.3183515e+00
 -1.5082706e+00 -2.7936223e+00 -3.3450322e+00 -7.8088152e-01
  5.6990546e-01 -2.8634136e+00  1.7491281e+00  1.5008950e+00
  3.3370750e+00  4.6034760e+00  3.8227334e+00  6.3918953e+00
  6.2023315e+00  3.9153280e+00  2.9091260e+00  8.0629295e-01
 -1.9430864e+00 -3.6665371e-01  8.1693625e-01 -8.1268780e-02]",4.0
27,"[-6.2863538e+02  5.4999310e+01 -4.6585126e+00  1.3789004e+01
 -9.3652983e+00  2.9348545e+00 -1.3357955e+01 -6.4328914e+00
 -1.0186466e+01  3.9296043e+00 -9.2465277e+00 -2.7463827e+00
 -5.8546537e-01 -2.5794051e+00 -7.0432744e+00 -6.2255722e-01
 -6.6104536e+00 -2.2829700e+00 -5.5917039e+00 -2.9468727e+00
 -3.3037288e+00 -2.3088727e+00 -2.4206119e+00 -2.0948360e+00
 -2.6994269e+00  5.8504498e-01 -1.3387257e+00  6.5821630e-01
 -1.4100330e+00 -2.6786792e+00 -2.3908617e+00  2.6479943e-02
 -1.2964580e+00  3.2482943e-01  1.5164906e+00  1.4400411e+00
  1.9035347e+00  1.5213572e+00 -4.1967896e-01  1.7315303e+00]",7.0
28,"[-6.69378357e+02  6.25154152e+01  2.18187317e-01  1.34851055e+01
 -5.89897251e+00 -6.70331335e+00 -1.56584396e+01 -7.43385029e+00
 -6.86143684e+00 -7.46311784e-01 -1.13435373e+01 -2.60930753e+00
 -1.11360824e+00 -5.03432417e+00 -3.35021281e+00 -4.15450859e+00
 -6.95280600e+00 -2.06639886e+00 -6.15018129e+00 -2.40017390e+00
 -1.22547710e+00 -1.33137897e-01 -3.24744552e-01 -1.76870120e+00
 -1.03420961e+00 -9.25647497e-01 -9.58650708e-01 -3.47299457e-01
  9.56978738e-01 -1.82654512e+00 -2.47530365e+00 -2.10304475e+00
 -3.22390962e+00  1.35431218e+00  1.73364222e+00  3.87855911e+00
  2.95426536e+00  2.15637994e+00  1.20590353e+00  1.42080677e+00]",4.0
29,"[-6.35118774e+02  5.47373466e+01 -1.58046846e+01  1.02057085e+01
 -1.15116920e+01  4.02379084e+00 -1.18924255e+01 -9.42879868e+00
 -6.42346334e+00  9.41112876e-01 -7.25155067e+00  4.33317840e-01
 -7.02585745e+00  2.34269595e+00 -6.60719442e+00 -1.92321014e+00
 -4.96124554e+00 -3.14287210e+00 -5.89639235e+00 -1.53424692e+00
 -3.58887219e+00 -3.38747835e+00 -4.35862732e+00 -6.15842104e-01
 -1.72422278e+00 -1.05536711e+00  5.78204572e-01 -1.26344621e+00
  4.40535456e-01 -6.10446513e-01  1.99308252e+00  2.45299697e+00
  4.00975370e+00  3.95608926e+00  3.39873314e+00  1.48447514e+00
 -3.28349471e-02  3.55455697e-01  1.25160015e+00  2.89681363e+00]",7.0
30,"[-5.9880640e+02  5.6834099e+01 -1.3191517e+01  1.2598478e+01
 -4.9893622e+00 -9.4443827e+00 -2.7133419e+01 -8.0981560e+00
 -7.5799165e+00  1.4812914e+00 -1.6530783e+01 -2.9906325e+00
 -2.3159827e-01 -3.9944675e+00 -6.4285989e+00 -4.5952482e+00
 -7.3793898e+00 -3.9559417e+00 -6.3720322e+00 -3.4399400e+00
 -3.2366791e+00 -1.3074678e+00 -1.8383976e+00  1.8430610e+00
  2.6031055e+00  6.0708127e+00  6.9786868e+00  5.1919122e+00
  5.2038641e+00  1.5273138e+00 -2.3303802e+00 -1.6617204e+00
 -4.5884094e-01  1.3762370e+00  1.3770975e+00  4.1129805e-02
 -9.2422903e-01  8.4610462e-01  2.7137425e-02  1.1598250e+00]",4.0
31,"[-5.5230896e+02  5.0654106e+01 -1.8845385e+01  2.7205582e+00
 -1.4652855e+01 -2.0702169e+00 -1.6007158e+01 -1.2966012e+01
 -7.9032764e+00 -3.8936037e-01 -1.3293722e+01  1.7387474e+00
 -1.0836829e+01 -2.0063567e+00 -6.4486051e+00 -5.5329084e+00
 -3.5029049e+00 -3.5872700e+00 -6.6604166e+00 -4.2212501e+00
 -3.2026629e+00 -7.6415482e+00 -4.1579113e+00 -2.2146232e+00
 -4.7720504e+00  2.4281898e+00  2.3419032e+00  5.7464032e+00
  5.3064713e+00  4.5127406e+00  3.2432325e+00  3.3863380e+00
  4.5360727e+00  5.2846661e+00  3.2165153e+00  1.2597047e+00
  7.5565827e-01  2.9892498e-01  1.1811876e+00  1.3028401e+00]",7.0
32,"[-6.6322467e+02  4.8340107e+01 -1.0777027e+01  8.9109497e+00
 -8.9859200e+00 -3.6906211e+00 -1.5773944e+01 -1.0731197e+01
 -1.1701493e+01 -2.0336612e-01 -1.2118175e+01 -1.8799466e+00
 -1.0249729e+01  7.9073495e-01 -6.4678121e+00 -6.3153892e+00
 -3.0932412e+00 -2.2462478e+00 -6.8598824e+00 -1.4959151e+00
 -2.2363634e+00 -2.1028733e+00 -4.3140482e-02  5.0291128e+00
  5.6915441e+00  3.0648639e+00  4.7343526e+00  8.7911874e-01
 -1.6814622e-01 -6.9675064e-01 -1.5822794e+00  1.7793759e+00
  9.0948984e-02 -1.2154911e+00 -2.6902745e+00 -3.9332309e-01
 -2.5375662e+00 -1.8703418e+00 -2.4229133e+00 -1.6580482e-01]",4.0
33,"[-576.2175      52.38726      3.7445426   13.859651    -6.0215874
   -4.4560676  -16.166634    -7.548644   -14.443264     6.0111737
  -15.086571    -2.9244947   -3.7625964   -4.217817    -8.501102
   -2.524774    -5.604386    -3.8079612   -7.356284    -3.5406241
   -4.50212     -5.0714746   -5.560124    -4.1549897   -5.7999806
   -4.529404    -4.1488676   -3.543676    -4.4781404   -1.5233265
   -1.1226671    3.2116768    1.9271625    3.0620816    1.8028631
    2.7130094    1.6249987    2.2733393    2.7522964    2.7410295]",7.0
34,"[-4.6866711e+02  3.4484402e+01 -3.4588448e+01 -2.5416601e+00
 -9.0954533e+00 -1.4725654e+01 -1.1946522e+01 -8.5177736e+00
 -1.5929664e+01  3.5169337e+00 -1.3282855e+01  9.8529577e-01
 -7.9408879e+00  1.5724087e+00  4.4926319e+00  5.3234234e+00
  5.9798207e+00  1.0425847e+01 -2.6328367e-01  2.9547608e+00
  1.8113015e+00  3.0962045e+00 -1.6794373e+00  1.6430202e+00
 -1.1456412e+00  2.1894324e+00  2.5618687e+00  2.5810461e+00
  5.9245434e+00  7.6755486e+00  8.2597494e+00  4.0975499e+00
  2.0130587e+00  2.4216943e+00  2.6667042e+00  1.2177514e+00
  1.6390064e+00  2.7973945e+00  1.7482285e+00 -2.2218909e+00]",3.0
